,vintage_name,vintage_wine_name,vintage_wine_vintage_type,vintage_wine_is_natural,vintage_wine_region_name,vintage_wine_winery_name,vintage_wine_taste_structure_acidity,vintage_wine_taste_structure_intensity,vintage_wine_taste_structure_sweetness,vintage_wine_taste_structure_tannin,vintage_wine_statistics_ratings_count,vintage_wine_statistics_ratings_average,vintage_year,price_amount,price_type
1456,Château Saint-Pierre Saint-Julien (Grand Cru Classé) 2010,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Saint-Pierre,4.189956,3.9088228,1.6544074,3.8918536,7724,4.1,2010,110.0,vc
1457,Château les Carmes Haut-Brion Pessac-Léognan 2012,Pessac-Léognan,0,False,Pessac-Léognan,Château les Carmes Haut-Brion,4.181608,4.2698407,1.7729982,4.2939463,4896,4.1,2012,125.16,vc
1458,Château Grand Mayne Saint-Émilion Grand Cru (Grand Cru Classé) 2010,Saint-Émilion Grand Cru (Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Grand Mayne,3.3409553,4.2484884,1.6686909,3.5173457,6067,4.1,2010,101.7,vc
1459,Château Canon Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Canon,3.370951,4.1438932,1.7064698,3.4487374,11137,4.3,2011,122.12,vc
1460,Château Rauzan-Gassies Margaux 2000,Margaux,0,False,Margaux,Château Rauzan-Gassies,4.1179814,3.74995,1.6642067,3.8675845,7726,4.1,2000,100.0,vc
1461,Château Petit-Village Pomerol 2010,Pomerol,0,False,Pomerol,Château Petit-Village,3.3910158,4.20023,1.6062324,3.5465539,5391,4.2,2010,134.41,vc
1462,Château La Gaffelière Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château La Gaffelière,3.393317,4.161898,1.6456482,3.4722252,12372,4.2,2006,115.0,vc
1463,Château Haut-Bailly Château Haut-Bailly (Cru Classé de Graves) 2016,Château Haut-Bailly (Cru Classé de Graves),0,False,Pessac-Léognan,Château Haut-Bailly,4.197616,4.1282988,1.5526187,4.2586746,12670,4.2,2016,140.0,vc
1464,Château Fombrauge Saint-Émilion Grand Cru (Grand Cru Classé) 2000,Saint-Émilion Grand Cru (Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Fombrauge,3.3746505,4.241906,1.5833251,3.4987552,18304,4.1,2000,101.05,vc
1465,Château Petit-Village Pomerol 2009,Pomerol,0,False,Pomerol,Château Petit-Village,3.3910158,4.20023,1.6062324,3.5465539,5391,4.2,2009,113.0,vc
1466,Château Haut-Bailly Château Haut-Bailly (Cru Classé de Graves) 2003,Château Haut-Bailly (Cru Classé de Graves),0,False,Pessac-Léognan,Château Haut-Bailly,4.197616,4.1282988,1.5526187,4.2586746,12670,4.2,2003,118.4,vc
1467,Château Monbrison Haut-Médoc de Monbrison 2011,Haut-Médoc de Monbrison,0,False,Haut-Médoc,Château Monbrison,4.229592,4.3382316,1.2967348,4.3406124,237,3.5,2011,12.0,vc
1470,Domaine les Eschaffins Cairanne 2016,Cairanne,0,False,Cairanne,Domaine les Eschaffins,3.4272664,3.8499997,1.7760432,3.0772662,165,3.4,2016,12.9,vc
1471,Château Tour Saint Bonnet Médoc 2017,Médoc,0,False,Médoc,Château Tour Saint Bonnet,4.205762,4.2875423,1.3703437,4.1091847,3350,3.5,2017,12.57,vc
1473,Vignerons de Buxy Bourgogne Côte Chalonnaise Pinot Noir 2020,Bourgogne Côte Chalonnaise Pinot Noir,0,False,Côte Chalonnaise,Vignerons de Buxy,3.8960357,2.187002,1.1155721,2.1142309,2346,3.5,2020,11.5,vc
1474,Château Mourgues du Grès Terre d'Argence Costières-de-Nîmes 2010,Terre d'Argence Costières-de-Nîmes,0,False,Costières-de-Nîmes,Château Mourgues du Grès,3.4415436,3.9196713,1.6458083,3.3638537,862,3.8,2010,11.5,vc
1476,Domaine Brunely Cairanne Côtes du Rhône Villages 2019,Cairanne Côtes du Rhône Villages,0,False,Cairanne,Domaine Brunely,3.3741693,3.9899263,1.9726939,2.7172697,266,3.5,2019,12.0,vc
1477,Domaine Saint Alimant Rasteau 2019,Rasteau,0,False,Rasteau,Domaine Saint Alimant,3.5239275,4.0794544,1.2208728,3.506327,262,3.5,2019,12.7,vc
1478,Chateau Gadet - Cuypers Médoc 2014,Médoc,0,False,Médoc,Chateau Gadet - Cuypers,4.1730137,4.3283563,1.2489041,4.277808,183,3.6,2014,12.05,vc
1480,La Chevalière Merlot 2016,Merlot,0,False,Pays d'Oc,La Chevalière,4.0446,3.9923499,1.1639,3.1407502,431,3.2,2016,12.5,vc
1483,Clos Maïa Le Petit 2019,Le Petit,0,False,Hérault,Clos Maïa,4.0385127,3.7024255,1.2870595,3.3903546,431,3.5,2019,13.0,vc
1484,Pascal Aufranc Les Cerisiers Les Crots Juliénas 2019,Les Cerisiers Les Crots Juliénas,0,False,Juliénas,Pascal Aufranc,4.578414,1.7287427,1.1862985,1.9846888,666,3.7,2019,12.2,vc
1485,Domaine Eyverine Cairanne 2020,Cairanne,0,False,Cairanne,Domaine Eyverine,3.4869912,4.0317435,1.2652136,3.3519318,494,3.4,2020,11.19,vc
1486,Château La Tour de Bessan L'Alezan de La Tour de Bessan Margaux 2019,L'Alezan de La Tour de Bessan Margaux,0,False,Margaux,Château La Tour de Bessan,4.499277,4.0018077,1.0108434,4.2896385,141,3.6,2019,14.49,vc
1487,Domaine le Novi Amo-Roujo 2017,Amo-Roujo,0,False,Luberon,Domaine le Novi,4.0731707,3.962683,1.1470731,4.0285363,110,3.7,2017,14.5,vc
1488,Château de Javernand Indigène Chiroubles 2016,Indigène Chiroubles,0,False,Chiroubles,Château de Javernand,4.7024665,1.1138211,1.3521681,1.7888347,289,3.8,2016,14.806666666666667,vc
1490,Château Plaisance Château Plaisance-Branne Montagne Saint-Émilion 2018,Château Plaisance-Branne Montagne Saint-Émilion,0,False,Montagne-Saint-Émilion,Château Plaisance,3.3442407,4.308481,1.5452847,3.4894934,616,3.6,2018,15.0,vc
1491,Château de Lacarelle Beaujolais-Villages Rouge 2018,Beaujolais-Villages Rouge,0,False,Beaujolais-Villages,Château de Lacarelle,4.7278137,1.1607457,1.6935424,1.7767458,537,3.4,2018,13.25,vc
1492,Château la Bastide Exubérance Vieilles Vignes Grenache Noir - Mourvedre Corbières 2017,Exubérance Vieilles Vignes Grenache Noir - Mourvedre Corbières,0,False,Corbières,Château la Bastide,2.5618577,3.461502,1.5086167,2.9917393,592,3.7,2017,13.9,vc
1493,Domaine de Fenouillet Combe Rouge Faugères 2018,Combe Rouge Faugères,0,False,Faugères,Domaine de Fenouillet,3.8331034,3.8702958,1.5368965,3.591675,264,3.6,2018,13.55,vc
1494,Château Saint-Cyrgues Le Clos du Marin Rouge 2020,Le Clos du Marin Rouge,0,False,Costières-de-Nîmes,Château Saint-Cyrgues,3.6334832,3.6217978,1.8312359,3.5370786,58,3.6,2020,13.5,vc
1495,Château Brandeau Castillon - Côtes de Bordeaux 2018,Castillon - Côtes de Bordeaux,0,False,Castillon - Côtes de Bordeaux,Château Brandeau,3.9814546,3.9673336,1.0161211,3.7690911,299,3.7,2018,14.5,vc
1496,Château Julia Haut-Médoc 2017,Haut-Médoc,0,False,Haut-Médoc,Château Julia,4.2364626,3.5110884,1.2839456,4.542109,291,3.7,2017,13.9,vc
1497,Château Magondeau Beau Site Fronsac 2016,Beau Site Fronsac,0,False,Fronsac,Château Magondeau,3.2672696,3.8606145,1.4564847,3.3177476,388,3.8,2016,15.0,vc
1498,Cellier des Chartreux Le Clan des Loups Côtes-du-Rhône-Villages 'Saint-Gervais' Rouge 2020,Le Clan des Loups Côtes-du-Rhône-Villages 'Saint-Gervais' Rouge,0,False,Côtes du Rhône Villages Saint-Gervais,Cellier des Chartreux,3.3766668,3.8231263,1.6270283,3.3599226,486,3.7,2020,13.3,vc
1499,Château de La Chaize Côte de Brouilly 2018,Côte de Brouilly,0,False,Côte de Brouilly,Château de La Chaize,3.860411,2.2746572,1.928356,2.340411,34,3.8,2018,13.093333333333334,vc
1501,Domaine de la Grosse Pierre Morgon Douby 2018,Morgon Douby,0,False,Morgon,Domaine de la Grosse Pierre,4.338857,1.8471429,1.2442858,2.0777142,64,4.0,2018,14.806666666666667,vc
1502,Château La Brande Fronsac 2016,Fronsac,0,False,Fronsac,Château La Brande,3.0854545,4.0251513,1.449495,2.8858588,178,3.6,2016,14.2,vc
1503,Château Croix Mouton Bordeaux Supérieur 2012,Bordeaux Supérieur,0,False,Bordeaux-supérieur,Château Croix Mouton,3.7277708,3.9043083,1.6372306,3.5793693,8586,3.6,2012,13.916666666666666,vc
1504,Château Cap de Faugères Castillon - Côtes de Bordeaux 2015,Castillon - Côtes de Bordeaux,0,False,Castillon - Côtes de Bordeaux,Château Cap de Faugères,3.8000898,3.8823314,1.585424,3.6244452,4855,3.6,2015,13.5,vc
1505,Domaine de l'Hortus Le Loup dans la Bergerie 2019,Le Loup dans la Bergerie,0,False,Saint-Guilhem-le-Désert,Domaine de l'Hortus,3.5485516,3.5004535,1.943115,3.2903645,5330,3.6,2019,13.6,vc
1506,Clarendelle Bordeaux 2016,Bordeaux,0,False,Bordeaux,Clarendelle,3.7923474,3.8010497,1.4981856,3.512593,20429,3.7,2016,15.0,vc
1507,Château Fourcas Dupré Listrac-Médoc 2014,Listrac-Médoc,0,False,Listrac-Médoc,Château Fourcas Dupré,4.1700854,4.2244287,1.4021437,4.2747536,7979,3.7,2014,14.5,vc
1508,Château de Camensac La Closerie de Camensac Haut-Médoc 2012,La Closerie de Camensac Haut-Médoc,0,False,Haut-Médoc,Château de Camensac,4.1620874,4.1419425,1.5728291,4.1045957,3853,3.6,2012,13.8,vc
1509,Jeff Carrel Caramany Sous la Montagne Côtes du Roussillon Villages 2017,Caramany Sous la Montagne Côtes du Roussillon Villages,0,False,Côtes du Roussillon Villages,Jeff Carrel,3.920047,3.9612722,1.905265,3.6975265,669,3.7,2017,13.5,vc
1510,Château La Conseillante Pomerol 2012,Pomerol,0,False,Pomerol,Château La Conseillante,3.4035273,4.1465545,1.6679833,3.4606602,12233,4.4,2012,151.18333333333334,vc
1511,Château Rauzan-Ségla Margaux (Grand Cru Classé) 1990,Margaux (Grand Cru Classé),0,False,Margaux,Château Rauzan-Ségla,4.167604,3.7276208,1.5907615,3.87258,18112,4.3,1990,222.0,vc
1512,Château Latour Les Forts de Latour Pauillac 2007,Les Forts de Latour Pauillac,0,False,Pauillac,Château Latour,4.1627326,4.1829925,1.6671252,4.0861244,10947,4.4,2007,234.0,vc
1513,Château Haut-Brion Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1998,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),0,False,Pessac-Léognan,Château Haut-Brion,4.2170916,4.196963,1.5196389,4.2279744,7860,4.3,1998,186.96,vc
1514,Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 1993,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Ducru-Beaucaillou,4.1696777,3.7746787,1.583465,3.8209667,26577,4.4,1993,158.0,vc
1515,Château Clerc Milon Pauillac (Grand Cru Classé) 1999,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Clerc Milon,4.203224,4.2204747,1.5989066,4.264315,19034,4.2,1999,205.0,vc
1516,Château Haut-Brion Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2007,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),0,False,Pessac-Léognan,Château Haut-Brion,4.2170916,4.196963,1.5196389,4.2279744,7860,4.3,2007,183.62,vc
1517,Château Calon-Ségur Saint-Estèphe (Grand Cru Classé) 1988,Saint-Estèphe (Grand Cru Classé),0,False,Saint-Estèphe,Château Calon-Ségur,4.23159,4.171028,1.6340739,4.242128,25209,4.2,1988,200.7,vc
1518,Château Léoville Las Cases Clos du Marquis Saint-Julien 1989,Clos du Marquis Saint-Julien,0,False,Saint-Julien,Château Léoville Las Cases,4.1460648,3.8213491,1.6351697,3.819739,18809,4.2,1989,161.94,vc
1519,Château Haut-Brion Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2014,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),0,False,Pessac-Léognan,Château Haut-Brion,4.2170916,4.196963,1.5196389,4.2279744,7860,4.3,2014,185.29,vc
1520,Paul Jaboulet Aîné Hermitage La Chapelle Rouge 1988,Hermitage La Chapelle Rouge,0,False,Hermitage,Paul Jaboulet Aîné,3.4834664,4.625344,1.7050145,3.9926765,13932,4.3,1988,216.0,vc
1521,Château Figeac Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1985,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Figeac,3.384454,4.1144085,1.6481681,3.43873,22588,4.4,1985,225.7,vc
1522,Château La Mission Haut-Brion La Chapelle de La Mission Haut-Brion Pessac-Léognan 2010,La Chapelle de La Mission Haut-Brion Pessac-Léognan,0,False,Pessac-Léognan,Château La Mission Haut-Brion,4.1142673,4.23563,1.5877761,4.1804366,5802,4.2,2010,190.0,vc
1523,Cos d'Estournel Cos d'Estournel 1978,Cos d'Estournel,0,False,Saint-Estèphe,Cos d'Estournel,4.1849165,4.1932693,1.6750408,4.215869,39331,4.4,1978,220.0,vc
1524,Château Trotanoy Pomerol 2011,Pomerol,0,False,Pomerol,Château Trotanoy,3.4057584,4.1483827,1.6967385,3.556216,6588,4.4,2011,220.0,vc
1525,Château Trotte Vieille Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Trotte Vieille,3.3758993,4.227099,1.6793697,3.4830997,3124,4.2,2005,195.0,vc
1526,Château Canon Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2001,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Canon,3.370951,4.1438932,1.7064698,3.4487374,11137,4.3,2001,229.5,vc
1527,Château Rauzan-Ségla Margaux (Grand Cru Classé) 1989,Margaux (Grand Cru Classé),0,False,Margaux,Château Rauzan-Ségla,4.167604,3.7276208,1.5907615,3.87258,18112,4.3,1989,188.0,vc
1528,Château Rauzan-Ségla Margaux (Grand Cru Classé) 1988,Margaux (Grand Cru Classé),0,False,Margaux,Château Rauzan-Ségla,4.167604,3.7276208,1.5907615,3.87258,18112,4.3,1988,155.0,vc
1529,Domaine du Clos des Fées Le Clos des Fées (Hervé Bizeul) 2007,Le Clos des Fées (Hervé Bizeul),0,False,Côtes du Roussillon,Domaine du Clos des Fées,3.8226871,4.057899,1.8773427,3.6886735,2024,4.2,2007,175.0,vc
1530,Château Pichon Baron Pauillac (Grand Cru Classé) 1985,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Pichon Baron,4.1899114,4.1859922,1.6949579,4.22595,34192,4.4,1985,216.0,vc
1531,Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 1988,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Léoville Poyferré,4.206317,3.8440776,1.7652274,3.9098804,29781,4.3,1988,203.64,vc
1532,Château Margaux Pavillon Rouge du Château Margaux 2014,Pavillon Rouge du Château Margaux,0,False,Margaux,Château Margaux,4.086076,3.6474261,1.646038,3.7140768,14828,4.4,2014,220.0,vc
1533,Château Hosanna Pomerol 2011,Pomerol,0,False,Pomerol,Château Hosanna,3.4261363,4.21743,1.7414752,3.433759,2972,4.4,2011,155.0,vc
1534,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 1987,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.1540728,4.052225,1.5935547,4.0902557,36351,4.4,1987,168.0,vc
1535,Château du Champ des Treilles Grand Vin Sainte-Foy Bordeaux 2016,Grand Vin Sainte-Foy Bordeaux,0,False,Sainte-Foy-Bordeaux,Château du Champ des Treilles,3.9167275,3.958192,1.6299771,3.9435923,708,3.6,2016,16.5,vc
1536,Gérard Brisson La Louve Morgon 'Les Charmes' 2018,La Louve Morgon 'Les Charmes',0,False,Morgon,Gérard Brisson,4.654667,1.7785432,1.4139507,1.9078023,249,3.8,2018,16.7,vc
1537,Château Fourcas Dupré Listrac-Médoc 2018,Listrac-Médoc,0,False,Listrac-Médoc,Château Fourcas Dupré,4.1700854,4.2244287,1.4021437,4.2747536,7979,3.7,2018,17.0,vc
1538,Château de Francs Francs - Côtes de Bordeaux Les Cerisiers 2018,Francs - Côtes de Bordeaux Les Cerisiers,0,False,Francs - Côtes de Bordeaux,Château de Francs,3.7411106,3.8904176,1.6952121,3.6301131,3131,3.6,2018,15.333333333333334,vc
1539,Brotte Crozes-Hermitage La Rollande 2018,Crozes-Hermitage La Rollande,0,False,Crozes-Hermitage,Brotte,3.1997044,3.892426,1.3827343,3.3676894,976,3.7,2018,17.0,vc
1540,Château La Vaisinerie Merlot Puisseguin Saint-Émilion 2015,Merlot Puisseguin Saint-Émilion,0,False,Puisseguin-Saint-Émilion,Château La Vaisinerie,3.3326561,4.0541034,1.6386853,3.4064808,711,3.6,2015,16.833333333333332,vc
1541,Château Hourbanon Médoc 2015,Médoc,0,False,Médoc,Château Hourbanon,4.2958302,4.313274,1.5216962,4.3357654,1483,3.8,2015,16.9,vc
1542,Château de Rouillac Le Dada de Rouillac Pessac-Léognan Rouge 2013,Le Dada de Rouillac Pessac-Léognan Rouge,0,False,Pessac-Léognan,Château de Rouillac,4.4280357,4.3001275,1.358954,4.1855617,1105,3.7,2013,16.833333333333332,vc
1543,Dominique Piron Fleurie 2018,Fleurie,0,False,Fleurie,Dominique Piron,4.509396,1.6557705,1.5346732,1.9972874,523,3.8,2018,15.09,vc
1544,Château de Francs Francs - Côtes de Bordeaux Les Cerisiers 2017,Francs - Côtes de Bordeaux Les Cerisiers,0,False,Francs - Côtes de Bordeaux,Château de Francs,3.7411106,3.8904176,1.6952121,3.6301131,3131,3.6,2017,15.333333333333334,vc
1545,Château Réaut Côtes de Bordeaux 2017,Côtes de Bordeaux,0,False,Côtes de Bordeaux,Château Réaut,3.8466194,3.8779337,1.3496685,3.5180342,2444,3.8,2017,15.333333333333334,vc
1546,Château Puy-Razac Saint-Émilion Grand Cru 2016,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Puy-Razac,3.496486,4.312114,1.441704,3.5005548,889,3.8,2016,17.0,vc
1547,Château Mayne Lalande Listrac-Médoc 2011,Listrac-Médoc,0,False,Listrac-Médoc,Château Mayne Lalande,4.3052444,4.146448,1.5624542,4.450214,1576,3.7,2011,16.5,vc
1548,Château Gilbert & Gaillard Saint-Chinian Rouge 2015,Saint-Chinian Rouge,0,False,Saint-Chinian,Château Gilbert & Gaillard,3.7936058,3.6050463,1.6561866,3.2645855,342,3.8,2015,15.23,vc
1549,Château Fourcas Hosten Listrac-Médoc Les Cèdres D'Hosten 2014,Listrac-Médoc Les Cèdres D'Hosten,0,False,Listrac-Médoc,Château Fourcas Hosten,4.3066187,4.0296564,1.321067,4.3630924,812,3.6,2014,16.5,vc
1550,Chateau Bel-Air La Royère L' Esprit de Blaye Côtes de Bordeaux 2015,L' Esprit de Blaye Côtes de Bordeaux,0,False,Blaye - Côtes de Bordeaux,Chateau Bel-Air La Royère,3.601603,3.937977,1.8521755,3.2908018,395,3.7,2015,15.9,vc
1551,Château Micalet Haut-Médoc 2017,Haut-Médoc,0,False,Haut-Médoc,Château Micalet,4.2344246,4.17023,1.6075372,4.285521,905,3.8,2017,15.5,vc
1552,Gramenon La Belle Sortie 2020,La Belle Sortie,0,False,Côtes-du-Rhône,Gramenon,3.4064043,3.590234,1.8779361,3.0878086,273,3.8,2020,15.3,vc
1553,Domaine de la Réserve d'O BilBo 2019,BilBo,0,True,Languedoc,Domaine de la Réserve d'O,3.7061496,3.563886,1.37918,3.598075,585,3.7,2019,16.9,vc
1554,Château Jouvente Graves Rouge 2011,Graves Rouge,0,False,Graves,Château Jouvente,4.2489915,4.0830255,1.0542858,4.480084,398,3.9,2011,16.9,vc
1555,Domaine Pique-Basse L'As du Pique Côtes-du-Rhône-Villages 'Roaix' Rouge 2014,L'As du Pique Côtes-du-Rhône-Villages 'Roaix' Rouge,0,False,Côtes du Rhône Villages Roaix,Domaine Pique-Basse,3.3580728,3.9684355,1.837687,3.4491384,305,3.7,2014,15.9,vc
1556,Château La Croix de Marbuzet Saint-Estèphe 2017,Saint-Estèphe,0,False,Saint-Estèphe,Château La Croix de Marbuzet,4.297855,4.2886376,1.3465378,4.3062344,2602,3.7,2017,19.2,vc
1557,Château Monbrison Bouquet de Monbrison Margaux 2012,Bouquet de Monbrison Margaux,0,False,Margaux,Château Monbrison,4.2788944,3.662635,1.5056813,4.075823,1894,4.0,2012,19.5,vc
1558,Domaine Piron-Lameloise Chénas Quartz 2016,Chénas Quartz,0,False,Chénas,Domaine Piron-Lameloise,4.643637,1.7842295,1.6487594,2.0549905,1355,3.8,2016,17.33,vc
1559,Clos Floridène Graves 2017,Graves,0,False,Graves,Clos Floridène,4.334227,4.339853,1.5923105,4.533952,5804,3.7,2017,18.0,vc
1560,Olivier Pithon Cuvée Laïs Rouge 2018,Cuvée Laïs Rouge,0,False,Côtes du Roussillon,Olivier Pithon,3.8672109,3.7883844,1.6602777,3.4795692,1323,3.8,2018,18.0,vc
1563,Château Villars Fronsac 2011,Fronsac,0,False,Fronsac,Château Villars,3.0909894,3.9160717,1.4989176,3.0026665,2598,3.8,2011,18.25,vc
1564,Château Lalande Saint-Julien 2013,Saint-Julien,0,False,Saint-Julien,Château Lalande,4.274001,3.9211051,1.3569517,3.7383559,3777,3.9,2013,18.5,vc
1565,Clos Floridène Graves 2018,Graves,0,False,Graves,Clos Floridène,4.334227,4.339853,1.5923105,4.533952,5804,3.7,2018,17.0,vc
1566,Château Fontesteau Haut-Médoc 2016,Haut-Médoc,0,False,Haut-Médoc,Château Fontesteau,4.1538377,4.19098,1.3660069,4.030204,5048,3.8,2016,17.8,vc
1567,Château d'Aiguilhe Seigneurs d'Aiguilhe Castillon - Côtes de Bordeaux 2018,Seigneurs d'Aiguilhe Castillon - Côtes de Bordeaux,0,False,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,3.721455,3.9806652,1.570695,3.4751198,2459,3.8,2018,18.25,vc
1568,Christophe Pacalet Les Labourons Fleurie 2018,Les Labourons Fleurie,0,True,Fleurie,Christophe Pacalet,4.5067596,1.2764806,1.7597641,1.9529614,343,3.9,2018,17.9,vc
1569,Domaine Le Galantin Bandol Rouge 2014,Bandol Rouge,0,False,Bandol,Domaine Le Galantin,3.5155487,4.013609,1.3523669,3.405595,1591,3.9,2014,17.33,vc
1570,Mègaphone Ventoux 2019,Ventoux,0,False,Ventoux,Mègaphone,3.378111,3.871878,1.4760659,3.2775662,1519,3.8,2019,18.9,vc
1571,Cheval Noir Saint-Émilion (Grand Vin) 2019,Saint-Émilion (Grand Vin),0,False,Saint-Émilion,Cheval Noir,3.4270086,4.1659684,1.3215078,3.480734,11620,3.8,2019,18.4,vc
1573,Château la Fleur Saint Georges Lalande-de-Pomerol 2016,Lalande-de-Pomerol,0,False,Lalande-de-Pomerol,Château la Fleur Saint Georges,3.8627784,3.9865556,1.1905645,3.4658902,898,3.9,2016,19.5,vc
1574,Château de Gironville Haut-Médoc 2012,Haut-Médoc,0,False,Haut-Médoc,Château de Gironville,4.198492,4.1256146,1.6050826,4.1363373,1117,3.7,2012,17.06,vc
1575,Château Haut-Madrac Haut-Médoc 2017,Haut-Médoc,0,False,Haut-Médoc,Château Haut-Madrac,4.221977,4.299857,1.4416457,4.2075944,1265,3.9,2017,19.0,vc
1576,Château Bouqueyran Moulis 2015,Moulis,0,False,Moulis-en-Médoc,Château Bouqueyran,3.9983842,3.9427636,1.1291155,4.0465117,1153,3.7,2015,17.89,vc
1577,Domaine Anne Gros & Jean-Paul Tollot La 50/50 2017,La 50/50,0,False,Vin de France,Domaine Anne Gros & Jean-Paul Tollot,3.7895417,3.8871384,1.5549331,3.4738996,2828,3.7,2017,17.8,vc
1578,Michel Guignier Les Amethystes Morgon Canon 2018,Les Amethystes Morgon Canon,0,True,Morgon,Michel Guignier,4.113812,1.5810444,1.2475717,1.9634465,393,3.8,2018,19.8,vc
1579,Bruno Colin Bourgogne Pinot Noir 2017,Bourgogne Pinot Noir,0,False,Bourgogne,Bruno Colin,3.8665345,2.5616536,1.2964551,2.1958334,691,3.7,2017,19.0,vc
1580,Château de Chambert Cahors 2015,Cahors,0,False,Cahors,Château de Chambert,3.1129284,3.8867035,1.5254817,3.2512088,2312,3.8,2015,18.9,vc
1581,Château La Garricq Moulis-en-Médoc 2012,Moulis-en-Médoc,0,False,Moulis-en-Médoc,Château La Garricq,4.3033533,4.131468,1.442148,4.4699526,774,3.9,2012,22.0,vc
1583,Château d'Aiguilhe Castillon - Côtes de Bordeaux 2019,Castillon - Côtes de Bordeaux,0,False,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,3.774323,3.9730175,1.8092383,3.6052485,9387,3.9,2019,21.0,vc
1584,Château Fontesteau Variation De Fontesteau Haut-Médoc 2008,Variation De Fontesteau Haut-Médoc,0,False,Haut-Médoc,Château Fontesteau,4.215946,4.283176,1.0,4.217973,199,3.8,2008,20.3,vc
1585,Château La Commanderie Saint-Estèphe 2017,Saint-Estèphe,0,False,Saint-Estèphe,Château La Commanderie,4.1254315,4.268698,1.5054249,4.3816004,2837,3.8,2017,22.0,vc
1586,Lombard Eugène de Monicault Brézème Côtes du Rhône 2017,Eugène de Monicault Brézème Côtes du Rhône,0,False,Côtes-du-Rhône,Lombard,3.5276904,3.784042,1.283622,3.3577688,247,3.9,2017,22.0,vc
1588,Château Falfas Côtes de Bourg 2016,Côtes de Bourg,0,False,Côtes de Bourg,Château Falfas,3.9222515,3.8950248,1.211704,3.6968036,1970,3.8,2016,21.0,vc
1590,Bernard Zito La Bussière Bourgogne Pinot Noir 2018,La Bussière Bourgogne Pinot Noir,0,False,Bourgogne,Bernard Zito,4.0363216,2.5607662,1.2216858,2.1929884,72,3.9,2018,20.3,vc
1591,Château Lilian Ladouys Saint-Estèphe 2015,Saint-Estèphe,0,False,Saint-Estèphe,Château Lilian Ladouys,4.2728386,4.3196383,1.4075516,4.2911773,14052,3.9,2015,21.9,vc
1592,Château Citran Haut-Médoc 2015,Haut-Médoc,0,False,Haut-Médoc,Château Citran,4.1386976,4.1185794,1.6018567,4.084819,16989,3.8,2015,23.0,vc
1593,Château Cambon La Pelouse Haut-Médoc 2015,Haut-Médoc,0,False,Haut-Médoc,Château Cambon La Pelouse,4.147284,4.24698,1.5374583,4.2698407,11067,3.8,2015,20.95,vc
1594,Château Maucaillou Moulis-en-Médoc 2014,Moulis-en-Médoc,0,False,Moulis-en-Médoc,Château Maucaillou,4.053898,4.1081343,1.6525543,4.075082,13096,3.9,2014,22.5,vc
1595,Château Cambon La Pelouse Haut-Médoc 2011,Haut-Médoc,0,False,Haut-Médoc,Château Cambon La Pelouse,4.147284,4.24698,1.5374583,4.2698407,11067,3.8,2011,20.48,vc
1596,Château Siaurac Lalande-de-Pomerol 2015,Lalande-de-Pomerol,0,False,Lalande-de-Pomerol,Château Siaurac,3.3699884,4.3185525,1.6636195,3.5544667,3542,3.8,2015,22.5,vc
1597,Château Charmail Haut-Médoc 2015,Haut-Médoc,0,False,Haut-Médoc,Château Charmail,3.999639,4.217504,1.5788604,4.1870127,8251,3.8,2015,22.6,vc
