,vintage_name,vintage_wine_name,vintage_wine_vintage_type,vintage_wine_is_natural,vintage_wine_region_name,vintage_wine_winery_name,vintage_wine_taste_structure_acidity,vintage_wine_taste_structure_intensity,vintage_wine_taste_structure_sweetness,vintage_wine_taste_structure_tannin,vintage_wine_statistics_ratings_count,vintage_wine_statistics_ratings_average,vintage_year,price_amount,price_type
0,Château La Gaffelière Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château La Gaffelière,3.393317,4.161898,1.6456482,3.4722252,12372,4.2,2018,111.06,vc
1,Château les Carmes Haut-Brion Pessac-Léognan 2000,Pessac-Léognan,0,False,Pessac-Léognan,Château les Carmes Haut-Brion,4.181608,4.2698407,1.7729982,4.2939463,4896,4.1,2000,144.0,vc
2,M. Chapoutier Hermitage Monier de la Sizeranne 2013,Hermitage Monier de la Sizeranne,0,False,Hermitage,M. Chapoutier,3.4851713,4.5357456,1.6934882,3.9328852,6000,4.2,2013,138.0,vc
3,Château Latour à Pomerol Pomerol 2015,Pomerol,0,False,Pomerol,Château Latour à Pomerol,3.358971,4.1211004,1.673557,3.4342878,5976,4.3,2015,120.24,vc
4,Château Calon-Ségur Saint-Estèphe (Grand Cru Classé) 2018,Saint-Estèphe (Grand Cru Classé),0,False,Saint-Estèphe,Château Calon-Ségur,4.23159,4.171028,1.6340739,4.242128,25209,4.2,2018,150.0,vc
5,Château Croix de Labrie Saint-Émilion Grand Cru 2015,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Croix de Labrie,3.4989007,4.224649,1.9511187,3.566504,1210,4.3,2015,108.83333333333333,vc
6,Château Grand-Puy-Lacoste Pauillac (Grand Cru Classé) 1988,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Grand-Puy-Lacoste,4.1889377,4.176911,1.604519,4.2160115,22692,4.2,1988,131.0,vc
7,Château Valandraud Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Valandraud,3.3835192,4.230851,1.914051,3.5715854,5873,4.4,2017,138.0,vc
8,M. Chapoutier Côte-Rôtie La Mordorée  2008,Côte-Rôtie La Mordorée ,0,False,Côte-Rôtie,M. Chapoutier,3.8809733,4.082373,1.5686727,3.913857,1937,4.3,2008,138.0,vc
9,Château l'Évangile Pomerol 2013,Pomerol,0,False,Pomerol,Château l'Évangile,3.3713238,4.122035,1.7046146,3.4642496,8555,4.5,2013,145.0,vc
11,Gracia Saint-Émilion Grand Cru 2012,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Gracia,3.3598511,4.36494,1.7679391,3.5033152,841,4.3,2012,120.5,vc
12,Jacques-Frederic Mugnier Nuits-Saint-Georges Premier Cru 'Clos de la Maréchale' 2018,Nuits-Saint-Georges Premier Cru 'Clos de la Maréchale',0,False,Nuits-Saint-Georges Premier Cru,Jacques-Frederic Mugnier,4.077334,2.940933,1.739692,2.6131902,5388,4.3,2018,118.0,vc
13,Château Rauzan-Ségla Margaux (Grand Cru Classé) 2018,Margaux (Grand Cru Classé),0,False,Margaux,Château Rauzan-Ségla,4.167604,3.7276208,1.5907615,3.87258,18112,4.3,2018,140.0,vc
14,Château l'Eglise-Clinet Pomerol 1994,Pomerol,0,False,Pomerol,Château l'Eglise-Clinet,3.4313025,4.2215214,1.791102,3.5793304,3181,4.3,1994,146.0,vc
15,Château Canon Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Canon,3.370951,4.1438932,1.7064698,3.4487374,11137,4.3,2018,150.0,vc
16,Domaine de la Vougeraie Pommard Les Petits Noizons 2017,Pommard Les Petits Noizons,0,False,Pommard,Domaine de la Vougeraie,3.3639789,2.6608891,1.9761357,2.3200703,648,4.3,2017,145.0,vc
17,Robert Groffier Les Seuvrées Gevrey-Chambertin 2016,Les Seuvrées Gevrey-Chambertin,0,False,Gevrey-Chambertin,Robert Groffier,4.0770407,3.0437036,1.6386133,2.510231,823,4.2,2016,115.0,vc
18,Domaine Henri Gouges Les Saint Georges Nuits-Saint-Georges 1er Cru 2014,Les Saint Georges Nuits-Saint-Georges 1er Cru,0,False,Nuits-Saint-Georges Premier Cru,Domaine Henri Gouges,4.326461,3.0849044,1.7427249,2.686646,655,4.2,2014,135.92,vc
19,M. Chapoutier Côte-Rôtie La Mordorée  2013,Côte-Rôtie La Mordorée ,0,False,Côte-Rôtie,M. Chapoutier,3.8809733,4.082373,1.5686727,3.913857,1937,4.3,2013,115.0,xdo
20,Château La Fleur de Gay Pomerol 1988,Pomerol,0,False,Pomerol,Château La Fleur de Gay,3.410914,4.224006,1.735727,3.3607478,1926,4.3,1988,149.0,vc
21,Clos l'Eglise Pomerol 2016,Pomerol,0,False,Pomerol,Clos l'Eglise,3.4108896,4.2858186,1.7076353,3.5128446,3629,4.3,2016,133.66666666666666,vc
22,Château Canon-La-Gaffelière Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1986,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,3.2825408,4.2127695,1.8326387,3.4687083,10268,4.3,1986,123.0,vc
23,Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 1983,Pessac-Léognan (Grand Cru Classé de Graves),0,False,Pessac-Léognan,Château Pape Clément,4.2090273,4.196732,1.7074138,4.2299485,23915,4.4,1983,111.9,vc
24,Domaine Georges Vernay Maison Rouge Côte-Rôtie 2016,Maison Rouge Côte-Rôtie,0,False,Côte-Rôtie,Domaine Georges Vernay,3.9201972,3.9913454,1.3629596,4.059498,1163,4.3,2016,120.0,vc
25,Domaine du Prieure Saint-Just Côtes-du-Rhône-Villages 'Seguret' 2019,Côtes-du-Rhône-Villages 'Seguret',0,False,Côtes du Rhône Villages Séguret,Domaine du Prieure Saint-Just,3.214878,3.996738,1.9049388,3.26311,655,3.5,2019,11.0,vc
26,Tramontane Grenache Noir 2020,Grenache Noir,0,False,Côtes Catalanes,Tramontane,2.74052,3.578416,1.5726714,3.0071392,760,3.6,2020,11.0,vc
28,Dopff & Irion Cuvée René Dopff Pinot Noir 2018,Cuvée René Dopff Pinot Noir,0,False,Alsace,Dopff & Irion,3.8995237,2.0,1.0521089,2.0855103,263,3.6,2018,12.6,vc
29,Wolfberger Pinot Noir Alsace Signature 2020,Pinot Noir Alsace Signature,0,False,Alsace,Wolfberger,3.865,1.9666129,1.254113,2.243871,302,3.5,2020,11.48,vc
31,Alain Jaume Lirac Roquedon 2017,Lirac Roquedon,0,False,Lirac,Alain Jaume,3.4847565,4.0693517,1.9511623,3.3136487,297,3.8,2017,12.9,vc
32,Jeff Carrel Cinsault 2018,Cinsault,0,False,Saint-Guilhem-le-Désert,Jeff Carrel,3.3633986,3.5669281,2.0346406,2.923268,44,3.7,2018,11.88,vc
33,Laurent Perrachon Domaine des Perelles Moulin-à-Vent 2018,Domaine des Perelles Moulin-à-Vent,0,False,Moulin-à-Vent,Laurent Perrachon,4.5765452,2.0792727,1.0543636,1.7212727,155,3.5,2018,12.0,vc
34,Mas des Chimères Oeillade Coteaux du Salagou 2020,Oeillade Coteaux du Salagou,0,False,Hérault,Mas des Chimères,3.686545,3.4626393,1.5071673,3.3068027,552,3.7,2020,11.3,vc
36,Château Croix Mouton Bordeaux Supérieur 2016,Bordeaux Supérieur,0,False,Bordeaux-supérieur,Château Croix Mouton,3.7277708,3.9043083,1.6372306,3.5793693,8586,3.6,2016,11.9,vc
37,Les Notables de Maucaillou Le B de Maucaillou 2015,Le B de Maucaillou,0,False,Bordeaux-supérieur,Les Notables de Maucaillou,4.1614347,4.196964,1.7394956,4.1748924,5556,3.5,2015,11.45,vc
38,Château Sénéjac Haut-Médoc 2012,Haut-Médoc,0,False,Haut-Médoc,Château Sénéjac,4.191277,4.2222915,1.5662562,4.1582713,9476,3.7,2012,13.0,vc
39,Château Croix Mouton Bordeaux Supérieur 2018,Bordeaux Supérieur,0,False,Bordeaux-supérieur,Château Croix Mouton,3.7277708,3.9043083,1.6372306,3.5793693,8586,3.6,2018,12.0,vc
40,M. Chapoutier Côtes-du-Rhône 2020,Côtes-du-Rhône,0,False,Côtes-du-Rhône,M. Chapoutier,3.3949916,3.7772439,1.5242805,3.2216148,9939,3.6,2020,12.55,vc
41,Château de Panigon Château Amour Médoc 2015,Château Amour Médoc,0,False,Médoc,Château de Panigon,4.2631927,4.1674485,1.349855,4.2479444,1392,3.6,2015,12.586666666666666,vc
42,Château Maucaillou Le Haut-Médoc de Maucaillou 2016,Le Haut-Médoc de Maucaillou,0,False,Haut-Médoc,Château Maucaillou,3.8317065,4.080527,1.4817567,4.0929484,2198,3.6,2016,12.5,vc
43,Château de Pougelon Beaujolais-Villages 2020,Beaujolais-Villages,0,False,Beaujolais-Villages,Château de Pougelon,4.5208054,1.6431915,1.4081155,2.1151977,494,3.5,2020,11.19,vc
44,Domaine des Remizières Crozes-Hermitage 2019,Crozes-Hermitage,0,False,Crozes-Hermitage,Domaine des Remizières,3.1005068,3.8928568,1.5877651,3.279044,1939,3.6,2019,13.0,vc
45,Ortas - Cave de Rasteau Prestige Rasteau 2013,Prestige Rasteau,0,False,Rasteau,Ortas - Cave de Rasteau,3.43733,3.9135098,1.5239637,3.0858173,1792,3.8,2013,11.9,vc
46,Château Reynon Cadillac - Côtes de Bordeaux 2017,Cadillac - Côtes de Bordeaux,0,False,Cadillac - Côtes de Bordeaux,Château Reynon,3.7866442,3.9043748,1.5429379,3.4697714,4622,3.7,2017,12.0,vc
47,Thunevin Domaine Virginie Thunevin Bordeaux Rouge 2014,Domaine Virginie Thunevin Bordeaux Rouge,0,False,Bordeaux,Thunevin,3.8817303,3.8868527,1.3318217,3.2449846,1904,3.7,2014,12.9,vc
48,Château Dauzac D de Dauzac Bordeaux 2017,D de Dauzac Bordeaux,0,False,Bordeaux,Château Dauzac,3.6766844,3.9125733,1.4792846,3.4388306,1809,3.7,2017,12.416666666666666,vc
49,Château Martinon Bordeaux Supérieur 2016,Bordeaux Supérieur,0,False,Bordeaux-supérieur,Château Martinon,3.9899998,3.639021,1.3487284,3.703299,775,3.2,2016,11.0,vc
50,Château Gros Caillou Saint-Émilion Grand Cru 2013,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Gros Caillou,3.3947484,4.1335897,1.4096928,3.4989805,1221,4.0,2013,14.5,vc
51,La Monardiere Les Calades Vacqueyras 2018,Les Calades Vacqueyras,0,False,Vacqueyras,La Monardiere,3.707178,4.072327,1.1108416,3.675198,315,3.8,2018,13.0,vc
52,Château Calon Montagne-Saint-Émilion 2015,Montagne-Saint-Émilion,0,False,Montagne-Saint-Émilion,Château Calon,3.2401474,4.283617,1.6691667,3.3155491,1625,3.8,2015,14.9,vc
53,Château Larrivaux Haut-Médoc 2017,Haut-Médoc,0,False,Haut-Médoc,Château Larrivaux,4.2013984,4.1147842,1.5804538,4.0044622,2436,3.7,2017,14.5,vc
54,Clavel Les Garrigues Coteaux du Languedoc 2020,Les Garrigues Coteaux du Languedoc,0,False,Languedoc,Clavel,3.8117988,3.9110463,1.5336485,3.5654476,1069,3.6,2020,14.0,vc
56,Château Jaugue Blanc Saint-Émilion Grand Cru 2014,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Jaugue Blanc,3.5,3.905,2.375,3.19,46,3.9,2014,14.5,vc
58,Domaine Sol Payré Vertigo 2017,Vertigo,0,False,Côtes du Roussillon,Domaine Sol Payré,3.6839175,4.1650395,1.9226377,3.7671652,185,3.8,2017,13.596666666666668,vc
59,Domaine Julien de l’Embisque Suze la Rousse Côtes du Rhône Village 2017,Suze la Rousse Côtes du Rhône Village,0,False,Côtes du Rhône Villages,Domaine Julien de l’Embisque,3.4634197,4.0184975,1.4391192,3.2545078,113,3.8,2017,13.5,vc
61,Château Cantegric Cru Artisan Médoc 2014,Cru Artisan Médoc,0,False,Médoc,Château Cantegric,4.334375,4.291146,1.2916666,4.6229167,137,3.8,2014,14.02,vc
62,Les Jamelles Sélection Spéciale Cabernet - Merlot 2019,Sélection Spéciale Cabernet - Merlot,0,False,Pays d'Oc,Les Jamelles,3.607038,3.9221997,1.4134604,3.477654,643,3.8,2019,13.35,vc
63,Château Gachon Montagne-Saint-Émilion 2016,Montagne-Saint-Émilion,0,False,Montagne-Saint-Émilion,Château Gachon,3.6142688,4.2929516,1.2446904,3.7337816,1241,3.8,2016,14.0,vc
64,Château Corconnac Haut-Médoc 2015,Haut-Médoc,0,False,Médoc,Château Corconnac,4.080484,4.354862,1.2912213,4.173249,812,3.5,2015,14.0,vc
65,Domaine le Renard Cairanne Côtes-du-Rhône-Villages 2016,Cairanne Côtes-du-Rhône-Villages,0,False,Cairanne,Domaine le Renard,3.4108088,3.9912014,1.5374267,3.2768874,298,3.6,2016,15.0,vc
66,Château Sénéjac Haut-Médoc 2014,Haut-Médoc,0,False,Haut-Médoc,Château Sénéjac,4.191277,4.2222915,1.5662562,4.1582713,9476,3.7,2014,13.5,vc
67,Château Puygueraud Francs - Côtes de Bordeaux 2015,Francs - Côtes de Bordeaux,0,False,Francs - Côtes de Bordeaux,Château Puygueraud,3.8407595,3.9408765,1.675574,3.6181743,5820,3.6,2015,15.0,vc
68,Château Mont-Pérat Bordeaux 2018,Bordeaux,0,False,Bordeaux,Château Mont-Pérat,3.7288015,3.8878713,1.652873,3.5161445,13739,3.6,2018,15.0,vc
69,Château Fourcas Dupré Listrac-Médoc 2015,Listrac-Médoc,0,False,Listrac-Médoc,Château Fourcas Dupré,4.1700854,4.2244287,1.4021437,4.2747536,7979,3.7,2015,14.9,vc
70,Mommessin Morgon Côte du Py 2016,Morgon Côte du Py,0,False,Morgon,Mommessin,4.554104,1.6109406,1.384556,2.2259965,1448,3.7,2016,14.49,vc
71,Château Lanessan Haut-Médoc 2012,Haut-Médoc,0,False,Haut-Médoc,Château Lanessan,4.2050505,4.1844454,1.4863433,4.2684097,14799,3.7,2012,14.8,vc
72,Château Fourcas Dupré Listrac-Médoc 2011,Listrac-Médoc,0,False,Listrac-Médoc,Château Fourcas Dupré,4.1700854,4.2244287,1.4021437,4.2747536,7979,3.7,2011,13.5,vc
73,Château Lanessan Haut-Médoc 2014,Haut-Médoc,0,False,Haut-Médoc,Château Lanessan,4.2050505,4.1844454,1.4863433,4.2684097,14799,3.7,2014,13.95,vc
74,Château Haut Piquat Lussac-Saint-Émilion 2010,Lussac-Saint-Émilion,0,False,Lussac-Saint-Émilion,Château Haut Piquat,3.436073,4.133556,1.404113,3.4379704,2613,3.7,2010,13.75,vc
75,Domaine des Perdrix Echezeaux Grand Cru 2017,Echezeaux Grand Cru,0,False,Échezeaux Grand Cru,Domaine des Perdrix,4.064263,3.0366552,1.5275615,2.6844635,1153,4.4,2017,240.0,vc
76,Château Cheval Blanc Le Petit Cheval Saint-Émilion Grand Cru 2016,Le Petit Cheval Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Cheval Blanc,3.4553983,4.0753846,1.5259756,3.4277313,3200,4.4,2016,249.0,vc
77,Domaine Nicole Lamarche Clos de Vougeot Grand Cru 2015,Clos de Vougeot Grand Cru,0,False,Clos Vougeot Grand Cru,Domaine Nicole Lamarche,4.232853,3.1971285,1.8681238,2.7990088,899,4.2,2015,209.0,vc
78,Vieux Château Certan Pomerol 2017,Pomerol,0,False,Pomerol,Vieux Château Certan,3.3730712,4.1141925,1.6970648,3.4319851,9528,4.4,2017,222.0,vc
79,Domaine Nicole Lamarche Clos de Vougeot Grand Cru 2017,Clos de Vougeot Grand Cru,0,False,Clos Vougeot Grand Cru,Domaine Nicole Lamarche,4.232853,3.1971285,1.8681238,2.7990088,899,4.2,2017,189.0,vc
80,Domaine Rostaing Côte-Rôtie La Landonne 2000,Côte-Rôtie La Landonne,0,False,Nord de la vallée du Rhône,Domaine Rostaing,3.8752282,4.032479,1.5218679,4.018757,1778,4.3,2000,206.0,vc
81,Domaine de la Vougeraie Charmes-Chambertin Grand Cru Les Mazoyères 2014,Charmes-Chambertin Grand Cru Les Mazoyères,0,False,Charmes-Chambertin Grand Cru,Domaine de la Vougeraie,3.7299426,3.1028607,2.2196088,2.463757,483,4.4,2014,235.0,vc
82,Clos Frantin Les Malconsorts Vosne-Romanée Premier Cru 2017,Les Malconsorts Vosne-Romanée Premier Cru,0,False,Vosne-Romanée Premier Cru,Clos Frantin,4.161716,3.0627744,1.4562947,2.7306485,1105,4.2,2017,158.1,vc
83,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 1967,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.1540728,4.052225,1.5935547,4.0902557,36351,4.4,1967,179.95,vc
84,Domaine Arlaud Charmes-Chambertin Grand Cru 2018,Charmes-Chambertin Grand Cru,0,False,Charmes-Chambertin Grand Cru,Domaine Arlaud,4.162667,3.0756404,1.6466092,2.5295827,1040,4.3,2018,167.0,vc
85,Comte Armand Pommard 1er Cru 'Clos des Epeneaux' Monopole 2017,Pommard 1er Cru 'Clos des Epeneaux' Monopole,0,False,Pommard 1er Cru Clos des Epeneaux,Comte Armand,3.885098,2.8223453,1.6751999,2.4853864,2972,4.2,2017,172.0,vc
86,Château Certan de May Pomerol 2016,Pomerol,0,False,Pomerol,Château Certan de May,3.4170616,4.1505527,1.6049435,3.4565673,4069,4.3,2016,150.0,vc
87,La Mondotte Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2013,Saint-Emilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,La Mondotte,3.266482,4.297063,2.0025516,3.5176446,1768,4.4,2013,185.0,vc
88,Domaine de la Vougeraie Clos de Vougeot Grand Cru 2005,Clos de Vougeot Grand Cru,0,False,Clos Vougeot Grand Cru,Domaine de la Vougeraie,4.0800443,3.1238666,1.5257021,2.6172502,965,4.4,2005,240.0,vc
89,Robert Groffier Les Hauts-Doix Chambolle-Musigny 1er Cru 2018,Les Hauts-Doix Chambolle-Musigny 1er Cru,0,False,Chambolle-Musigny 1er Cru Les Hauts Doix,Robert Groffier,3.9778497,2.920469,1.9823161,2.5028658,863,4.4,2018,221.0,vc
90,Méo-Camuzet Chambolle-Musigny 1er Cru 'Les Cras' 2017,Chambolle-Musigny 1er Cru 'Les Cras',0,False,Chambolle-Musigny 1er Cru Les Cras,Méo-Camuzet,4.0787086,3.1108575,1.9826456,2.6554813,395,4.3,2017,151.5,vc
91,Château La Conseillante Pomerol 1987,Pomerol,0,False,Pomerol,Château La Conseillante,3.4035273,4.1465545,1.6679833,3.4606602,12233,4.4,1987,185.0,vc
92,Michel Magnien Clos de la Roche Grand Cru 2013,Clos de la Roche Grand Cru,0,False,Clos de la Roche Grand Cru,Michel Magnien,4.2138133,3.3909593,1.4116789,2.7274106,411,4.3,2013,199.0,vc
93,Château Péby Faugères Saint-Émilion Grand Cru (Grand Cru Classé) 2018,Saint-Émilion Grand Cru (Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Péby Faugères,3.4191513,4.374927,2.0146003,3.7221086,1779,4.3,2018,160.0,vc
94,Bouchard Père & Fils Echezeaux Grand Cru 2008,Echezeaux Grand Cru,0,False,Échezeaux Grand Cru,Bouchard Père & Fils,4.08143,2.9001112,1.5191984,2.4595828,393,4.4,2008,180.0,vc
95,Lignier-Michelot Clos de la Roche Grand Cru 2014,Clos de la Roche Grand Cru,0,False,Clos de la Roche Grand Cru,Lignier-Michelot,4.0554585,3.2963755,2.074118,2.5248413,385,4.4,2014,198.0,vc
96,David Duband Charmes-Chambertin Grand Cru 2017,Charmes-Chambertin Grand Cru,0,False,Charmes-Chambertin Grand Cru,David Duband,4.03079,2.82419,1.91974,2.69534,363,4.3,2017,190.0,vc
97,Château Talbot Saint-Julien (Grand Cru Classé) 2010,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Talbot,4.148145,3.796216,1.592183,3.7796626,40124,4.2,2010,159.91666666666666,vc
98,Château Lynch-Bages Pauillac (Grand Cru Classé) 2008,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Lynch-Bages,4.1815314,4.1971984,1.6354709,4.219218,50455,4.4,2008,195.0,vc
99,Château Pontet-Canet Pauillac (Grand Cru Classé) 2006,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Pontet-Canet,4.1886783,4.220923,1.6855115,4.2288504,41580,4.4,2006,153.0,vc
101,Domaine Marcel Joubert Vieilles Vignes Brouilly 2019,Vieilles Vignes Brouilly,0,True,Brouilly,Domaine Marcel Joubert,4.510677,1.7230802,1.8835083,2.037058,998,3.8,2019,15.9,vc
102,Château La Prade Francs - Côtes de Bordeaux 2012,Francs - Côtes de Bordeaux,0,False,Francs - Côtes de Bordeaux,Château La Prade,3.8566148,4.054894,1.5180819,3.6938577,1173,3.8,2012,15.9,vc
103,Thomas Barton Réserve Saint-Émilion 2018,Réserve Saint-Émilion,0,False,Saint-Émilion,Thomas Barton,3.155302,4.258339,1.3913423,3.427097,1392,3.7,2018,15.65,vc
104,Château du Cèdre Extra Libre 2019,Extra Libre,0,False,Cahors,Château du Cèdre,3.2190738,3.787292,1.4797537,3.087245,829,3.8,2019,16.1,vc
105,Château Bouscaut Les Chênes de Bouscaut Pessac-Leognan 2013,Les Chênes de Bouscaut Pessac-Leognan,0,False,Pessac-Léognan,Château Bouscaut,4.1458097,4.2421594,1.3668894,4.347635,872,3.8,2013,15.4,vc
107,Château Gaby Château les Roches Gaby Canon-Fronsac 2012,Château les Roches Gaby Canon-Fronsac,0,False,Canon-Fronsac,Château Gaby,3.0490723,4.109278,1.955567,2.9756703,511,3.9,2012,16.833333333333332,vc
108,Gérard Brisson La Louve Morgon 'Les Charmes' 2015,La Louve Morgon 'Les Charmes',0,False,Morgon,Gérard Brisson,4.654667,1.7785432,1.4139507,1.9078023,249,3.8,2015,16.7,vc
110,M. Chapoutier Vacqueyras 2019,Vacqueyras,0,False,Vacqueyras,M. Chapoutier,3.4772549,3.7314904,1.8991568,3.1874707,436,3.8,2019,16.0,vc
111,Domaine Binet-Jacquet Faugères 2020,Faugères,0,False,Faugères,Domaine Binet-Jacquet,3.7374616,3.7814243,1.6202708,3.5707583,1293,3.8,2020,15.5,vc
112,Château Jouvente Graves Rouge 2014,Graves Rouge,0,False,Graves,Château Jouvente,4.2489915,4.0830255,1.0542858,4.480084,398,3.9,2014,15.9,vc
113,Château de Cérons Graves Rouge 2014,Graves Rouge,0,False,Graves,Château de Cérons,4.281157,4.327249,1.3926855,4.470512,485,3.8,2014,16.833333333333332,vc
114,Terres Dorées Saint-Amour 2019,Saint-Amour,0,True,Saint-Amour,Terres Dorées,4.7488694,1.4580363,1.7592624,1.9206896,588,3.8,2019,17.0,vc
116,Château de Gironville Haut-Médoc 2014,Haut-Médoc,0,False,Haut-Médoc,Château de Gironville,4.198492,4.1256146,1.6050826,4.1363373,1117,3.7,2014,15.8,vc
117,Domaine Rimbert Saint-Chinian Berlou 2016,Saint-Chinian Berlou,0,True,Saint-Chinian,Domaine Rimbert,3.8781004,3.825233,1.9139426,3.832258,249,3.7,2016,16.89666666666667,vc
118,Pic Joan Collioure Rouge 2018,Collioure Rouge,0,False,Collioure,Pic Joan,3.5396724,3.8259428,1.7614753,3.3431966,163,4.0,2018,16.0,vc
119,Louis Jadot Château des Jacques Moulin-à-Vent 2019,Château des Jacques Moulin-à-Vent,0,False,Moulin-à-Vent,Louis Jadot,4.5726705,1.6136733,1.522764,1.9292176,3434,3.7,2019,16.39,vc
120,Domaine Oratoire Saint Martin Réserve des Seigneurs Cairanne Rouge 2019,Réserve des Seigneurs Cairanne Rouge,0,False,Cairanne,Domaine Oratoire Saint Martin,3.5517497,3.8477478,1.5553579,3.4573145,621,3.8,2019,16.6,vc
121,Château des Roques Cuvée du Château Vacqueyras 2018,Cuvée du Château Vacqueyras,0,False,Vacqueyras,Château des Roques,3.4142241,3.8994324,1.2675414,3.259747,1595,3.8,2018,16.0,vc
122,Château Jouvente Graves Rouge 2015,Graves Rouge,0,False,Graves,Château Jouvente,4.2489915,4.0830255,1.0542858,4.480084,398,3.9,2015,16.9,vc
123,Château Barberousse Saint-Émilion 2018,Saint-Émilion,0,False,Saint-Émilion,Château Barberousse,3.4880588,4.337363,1.702784,3.6254761,1086,3.8,2018,16.0,vc
124,Château Clos Fontaine Bordeaux Côtes de Francs 2015,Bordeaux Côtes de Francs,0,False,Francs - Côtes de Bordeaux,Château Clos Fontaine,3.6098275,3.6872842,1.2087901,3.6684444,421,3.8,2015,16.4,vc
125,Petitot Jean Terres Burgondes Côté de Nuits-Villages 2015,Terres Burgondes Côté de Nuits-Villages,0,False,Côte-de-Nuits Villages,Petitot Jean,4.338898,2.7813623,1.6338263,2.4325507,526,3.8,2015,18.9,vc
126,Domaine Anne Gros & Jean-Paul Tollot La 8 Grenache 2018,La 8 Grenache,0,False,Vin de France,Domaine Anne Gros & Jean-Paul Tollot,2.720243,3.4798613,1.5382638,3.1019447,320,3.8,2018,18.7,vc
127,Château Graves de Pez Saint-Estèphe 2017,Saint-Estèphe,0,False,Saint-Estèphe,Château Graves de Pez,4.278333,4.0130234,1.861356,4.360163,878,4.0,2017,17.5,vc
128,Louis Jadot Côte d'Or Bourgogne 2019,Côte d'Or Bourgogne,0,False,Bourgogne,Louis Jadot,3.707113,2.4402113,1.5292253,2.096338,393,3.9,2019,19.9,vc
129,Roucas Toumba La Grande Terre Vacqueyras 2019,La Grande Terre Vacqueyras,0,False,Vacqueyras,Roucas Toumba,3.32065,3.708078,1.4131213,3.0363297,496,3.9,2019,20.0,vc
132,Château Lucas L'Esprit de Lucas Lussac Saint-Émilion 2009,L'Esprit de Lucas Lussac Saint-Émilion,0,False,Lussac-Saint-Émilion,Château Lucas,2.981094,4.5125,1.1129687,3.5709376,108,4.1,2009,18.0,vc
133,Château Le Boscq Héritage de Le Boscq Saint-Estèphe 2014,Héritage de Le Boscq Saint-Estèphe,0,False,Saint-Estèphe,Château Le Boscq,4.2957144,4.4818063,1.4574369,4.18479,438,3.8,2014,17.5,vc
134,Château Villars Fronsac 2016,Fronsac,0,False,Fronsac,Château Villars,3.0909894,3.9160717,1.4989176,3.0026665,2598,3.8,2016,17.9,vc
135,Château Vieux Flouquet Saint-Émilion Grand Cru 2014,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Vieux Flouquet,3.1849892,4.187325,1.8318685,3.5574522,842,3.9,2014,19.1,vc
137,Château Labégorce Zédé de Labégorce (Domaine Zédé) 2018,Zédé de Labégorce (Domaine Zédé),0,False,Margaux,Château Labégorce,4.2376127,3.8268194,1.2903352,3.955421,1845,4.1,2018,19.9,vc
139,Christophe Pacalet Juliénas 2018,Juliénas,0,True,Juliénas,Christophe Pacalet,4.5055656,1.2551681,1.7447401,2.1019266,212,3.9,2018,17.5,vc
140,Domaine du Clos des Fées De Battre Mon Coeur S'est Arrêté 2019,De Battre Mon Coeur S'est Arrêté,0,False,Côtes du Roussillon Villages,Domaine du Clos des Fées,3.5273747,3.9537818,1.6171865,3.5527554,750,3.8,2019,18.9,vc
141,Château Lamothe-Cissac Vieilles Vignes Haut-Médoc 2016,Vieilles Vignes Haut-Médoc,0,False,Haut-Médoc,Château Lamothe-Cissac,4.1929913,4.30423,1.2899292,4.242177,776,3.9,2016,18.9,vc
142,Delas Les Challeys Saint-Joseph 2020,Les Challeys Saint-Joseph,0,False,Saint-Joseph,Delas,3.4881344,4.3009233,1.2037936,3.392036,2801,3.8,2020,17.6,vc
